,Order,Pollinator.name,Genus,Species,Taxa,SystemCode,Degree,d,Strength,ND,SystemReference,Size,SizeType
463,Hymenoptera,Gaesischia.nigra,Gaesischia,nigra,Gaesischia nigra,cer,1,0.636846111,0.066666667,0.002141328,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,12.5,BL
465,Hymenoptera,Geotrigona.mombuca,Geotrigona,mombuca,Geotrigona mombuca,cer,6,0.610002535,0.685729462,0.012847966,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,5.75,BL
508,Hymenoptera,Hypanthidium.nigritulum,Hypanthidium,nigritulum,Hypanthidium nigritulum,cer,1,0.814095696,0.25,0.002141328,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,8.75,BL
513,Hymenoptera,Larocanthidium.sp,Larocanthidium,sp,Larocanthidium sp,cer,2,0.559060541,0.084889643,0.004282655,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,6.5,BL
522,Hymenoptera,Lasioglossum.sp,Lasioglossum,sp,Lasioglossum sp,cer,1,0.632471514,0.066666667,0.002141328,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,7.5,BL
534,Hymenoptera,Lithurgus.huberi,Lithurgus,huberi,Lithurgus huberi,cer,1,0.691219635,0.1,0.002141328,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,13.5,BL
557,Hymenoptera,Megachile.aureiventris,Megachile,aureiventris,Megachile aureiventris,cer,3,0.746245209,1.135964912,0.006423983,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,22,BL
561,Hymenoptera,Megachile.frankieana,Megachile,frankieana,Megachile frankieana,cer,1,0.426492193,0.013888889,0.002141328,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,22,BL
571,Hymenoptera,Megachile.rubricata,Megachile,rubricata,Megachile rubricata,cer,6,0.596506484,0.51502828,0.012847966,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,22,BL
574,Hymenoptera,Megachile.sp,Megachile,sp,Megachile sp,cer,1,0.814095696,0.052631579,0.002141328,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,22,BL
577,Hymenoptera,Megachile.terrestris,Megachile,terrestris,Megachile terrestris,cer,3,0.546363936,0.149853801,0.006423983,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,11,BL
596,Hymenoptera,Melissoptila.richardia,Melissoptila,richardia,Melissoptila richardia,cer,4,0.585407997,0.272619048,0.00856531,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,10,BL
598,Hymenoptera,Melissoptila.sp,Melissoptila,sp,Melissoptila sp,cer,1,0.612396497,0.055555556,0.002141328,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,10,BL
610,Hymenoptera,Monoeca.pluricincta,Monoeca,pluricincta,Monoeca pluricincta,cer,1,0.696212517,0.111111111,0.002141328,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,10,BL
612,Hymenoptera,Monoeca.sp,Monoeca,sp,Monoeca sp,cer,5,0.655617005,0.556884109,0.010706638,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,10,BL
671,Hymenoptera,Oxaea.flavescens,Oxaea,flavescens,Oxaea flavescens,cer,3,0.664652836,0.395833333,0.006423983,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,14.5,BL
686,Hymenoptera,Paratetrapedia.flaveola,Paratetrapedia,flaveola,Paratetrapedia flaveola,cer,1,0.72142023,0.133333333,0.002141328,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,9,BL
688,Hymenoptera,Paratetrapedia.punctata,Paratetrapedia,punctata,Paratetrapedia punctata,cer,13,0.601164908,2.066425611,0.027837259,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,9,BL
689,Hymenoptera,Paratetrapedia.pygmaea,Paratetrapedia,pygmaea,Paratetrapedia pygmaea,cer,2,0.590272666,0.106666667,0.004282655,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,9,BL
692,Hymenoptera,Paratrigona.lineata,Paratrigona,lineata,Paratrigona lineata,cer,29,0.747859893,11.17848397,0.062098501,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,4.5,BL
693,,Paraxystoglossa.mimetica,Paraxystoglossa,mimetica,Paraxystoglossa mimetica,cer,1,0.686231267,0.127272727,0.002141328,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,NA,NA
698,Hymenoptera,Partamona.cupira,Partamona,cupira,Partamona cupira,cer,2,0.647834295,0.130909091,0.004282655,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,1.8,ITD
747,Hymenoptera,Pseudagapostemon.sp,Pseudagapostemon,sp,Pseudagapostemon sp,cer,2,0.552141789,0.079877112,0.004282655,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,8,BL
765,Hymenoptera,Rhinocorynura.sp,Rhinocorynura,sp,Rhinocorynura sp,cer,2,0.600165201,0.116923077,0.004282655,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,9.5,BL
772,Hymenoptera,Scaptotrigona.postica,Scaptotrigona,postica,Scaptotrigona postica,cer,6,0.786391522,1.519191919,0.012847966,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,12,BL
776,Hymenoptera,Schwarziana.quadripunctata,Schwarziana,quadripunctata,Schwarziana quadripunctata,cer,1,0.904165719,0.5,0.002141328,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,6.75,BL
826,Diptera,Temnostoma.sp,Temnostoma,sp,Temnostoma sp,cer,1,0.401114537,0.011494253,0.002141328,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,16.7,BL
832,Hymenoptera,Tetragona.quadrangula,Tetragona,quadrangula,Tetragona quadrangula,cer,5,0.757710838,1.164561404,0.010706638,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,6.5,BL
834,Hymenoptera,Tetrapedia.diversipes,Tetrapedia,diversipes,Tetrapedia diversipes,cer,7,0.583996238,0.640027069,0.014989293,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,2.11,ITD
835,Hymenoptera,Tetrapedia.peckoltii,Tetrapedia,peckoltii,Tetrapedia peckoltii,cer,5,0.667774975,0.569226998,0.010706638,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,10.5,BL
863,Hymenoptera,Trigona.spinipes,Trigona,spinipes,Trigona spinipes,cer,14,0.714710315,2.792677908,0.029978587,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,1.8,ITD
869,Hymenoptera,Tropidopedia.carinata,Tropidopedia,carinata,Tropidopedia carinata,cer,1,0.568343573,0.04,0.002141328,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,9,BL
870,Hymenoptera,Tropidopedia.flavolineata,Tropidopedia,flavolineata,Tropidopedia flavolineata,cer,5,0.763413763,1.658823529,0.010706638,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,9,BL
882,Hymenoptera,Xanthopedia.larocai,Xanthopedia,larocai,Xanthopedia larocai,cer,1,0.568343573,0.04,0.002141328,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,9,BL
884,Hymenoptera,Xylocopa.cearensis,Xylocopa,cearensis,Xylocopa cearensis,cer,1,0.620061532,0.058823529,0.002141328,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,21.5,BL
889,Hymenoptera,Xylocopa.grisescens,Xylocopa,grisescens,Xylocopa grisescens,cer,1,0.568343573,0.04,0.002141328,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,21.5,BL
892,Hymenoptera,Xylocopa.hirsutissima,Xylocopa,hirsutissima,Xylocopa hirsutissima,cer,6,0.66955696,1.430977444,0.012847966,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,21.5,BL
893,Hymenoptera,Xylocopa.sp,Xylocopa,sp,Xylocopa sp,cer,3,0.515903565,0.104126984,0.006423983,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,21.5,BL
897,Hymenoptera,Xylocopa.subcyanea,Xylocopa,subcyanea,Xylocopa subcyanea,cer,2,0.757163816,0.605263158,0.004282655,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,21.5,BL
899,Hymenoptera,Xylocopa.vestita,Xylocopa,vestita,Xylocopa vestita,cer,2,0.650904359,0.352564103,0.004282655,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,21.5,BL
15,Apodiformes,Amazilia.fimbriata,Amazilia,fimbriata,Amazilia fimbriata,gsv,2,0.904165719,1,0.004282655,"Ramirez, N., and Y. Brito. 1992. Pollination Biology in a Palm Swamp Community in the Venezuelan Central Plains. Botanical Journal of the Linnean Society 110:277-302.",5700,Mass
16,Apodiformes,Amazilia.tobaci,Amazilia,tobaci,Amazilia tobaci,gsv,2,0.904165719,1,0.004282655,"Ramirez, N., and Y. Brito. 1992. Pollination Biology in a Palm Swamp Community in the Venezuelan Central Plains. Botanical Journal of the Linnean Society 110:277-302.",4275,Mass
82,Hymenoptera,Anthidiellum.sp,Anthidiellum,sp,Anthidiellum sp,gsv,1,0.852674325,0.333333333,0.002141328,"Ramirez, N., and Y. Brito. 1992. Pollination Biology in a Palm Swamp Community in the Venezuelan Central Plains. Botanical Journal of the Linnean Society 110:277-302.",7.25,BL
84,Hymenoptera,Anthidium.sp,Anthidium,sp,Anthidium sp,gsv,2,0.712497158,0.3125,0.004282655,"Ramirez, N., and Y. Brito. 1992. Pollination Biology in a Palm Swamp Community in the Venezuelan Central Plains. Botanical Journal of the Linnean Society 110:277-302.",12.5,BL
111,Hymenoptera,Apis.mellifera,Apis,mellifera,Apis mellifera,gsv,8,0.556991118,2.095833333,0.017130621,"Ramirez, N., and Y. Brito. 1992. Pollination Biology in a Palm Swamp Community in the Venezuelan Central Plains. Botanical Journal of the Linnean Society 110:277-302.",3.3,ITD
122,Hymenoptera,Augochlora.sp,Augochlora,sp,Augochlora sp,gsv,2,0.684467427,0.229166667,0.004282655,"Ramirez, N., and Y. Brito. 1992. Pollination Biology in a Palm Swamp Community in the Venezuelan Central Plains. Botanical Journal of the Linnean Society 110:277-302.",8,BL
126,,Augochlorensis.callichroa,Augochlorensis,callichroa,Augochlorensis callichroa,gsv,6,0.757601618,1.35952381,0.012847966,"Ramirez, N., and Y. Brito. 1992. Pollination Biology in a Palm Swamp Community in the Venezuelan Central Plains. Botanical Journal of the Linnean Society 110:277-302.",NA,NA
127,Hymenoptera,Augochloropsis.callichroma,Augochloropsis,callichroma,Augochloropsis callichroma,gsv,1,0.628191392,0.0625,0.002141328,"Ramirez, N., and Y. Brito. 1992. Pollination Biology in a Palm Swamp Community in the Venezuelan Central Plains. Botanical Journal of the Linnean Society 110:277-302.",9,BL
135,Hymenoptera,Augochloropsis.sp,Augochloropsis,sp,Augochloropsis sp,gsv,1,0.907047848,0.5,0.002141328,"Ramirez, N., and Y. Brito. 1992. Pollination Biology in a Palm Swamp Community in the Venezuelan Central Plains. Botanical Journal of the Linnean Society 110:277-302.",9,BL
136,Hymenoptera,Augochloropsis.vesta,Augochloropsis,vesta,Augochloropsis vesta,gsv,4,0.857501564,1.5,0.00856531,"Ramirez, N., and Y. Brito. 1992. Pollination Biology in a Palm Swamp Community in the Venezuelan Central Plains. Botanical Journal of the Linnean Society 110:277-302.",9,BL
201,Hymenoptera,Campsomeris.dorsata,Campsomeris,dorsata,Campsomeris dorsata,gsv,2,0.800189118,0.5,0.004282655,"Ramirez, N., and Y. Brito. 1992. Pollination Biology in a Palm Swamp Community in the Venezuelan Central Plains. Botanical Journal of the Linnean Society 110:277-302.",20,BL
258,Hymenoptera,Ceratina.sp,Ceratina,sp,Ceratina sp,gsv,1,0.52413549,0.2,0.002141328,"Ramirez, N., and Y. Brito. 1992. Pollination Biology in a Palm Swamp Community in the Venezuelan Central Plains. Botanical Journal of the Linnean Society 110:277-302.",7.35,BL
263,Hymenoptera,Cerceris.sp,Cerceris,sp,Cerceris sp,gsv,2,0.72956255,0.3,0.004282655,"Ramirez, N., and Y. Brito. 1992. Pollination Biology in a Palm Swamp Community in the Venezuelan Central Plains. Botanical Journal of the Linnean Society 110:277-302.",12.9,BL
278,,Chrysagria.duodecimpuntata,Chrysagria,duodecimpuntata,Chrysagria duodecimpuntata,gsv,1,0.852674325,0.333333333,0.002141328,"Ramirez, N., and Y. Brito. 1992. Pollination Biology in a Palm Swamp Community in the Venezuelan Central Plains. Botanical Journal of the Linnean Society 110:277-302.",NA,NA
294,Lepidoptera,Cogia.calchas,Cogia,calchas,Cogia calchas,gsv,1,0.759722173,0.166666667,0.002141328,"Ramirez, N., and Y. Brito. 1992. Pollination Biology in a Palm Swamp Community in the Venezuelan Central Plains. Botanical Journal of the Linnean Society 110:277-302.",37.5,WS
318,Coleoptera,Cyclocephala.gravis,Cyclocephala,gravis,Cyclocephala gravis,gsv,1,1,1,0.002141328,"Ramirez, N., and Y. Brito. 1992. Pollination Biology in a Palm Swamp Community in the Venezuelan Central Plains. Botanical Journal of the Linnean Society 110:277-302.",14.8,BL
339,Hymenoptera,Dialictus.sp,Dialictus,sp,Dialictus sp,gsv,4,0.607705402,0.845833333,0.00856531,"Ramirez, N., and Y. Brito. 1992. Pollination Biology in a Palm Swamp Community in the Venezuelan Central Plains. Botanical Journal of the Linnean Society 110:277-302.",5.75,BL
354,Hymenoptera,Ectemnius.sp,Ectemnius,sp,Ectemnius sp,gsv,1,0.691219635,0.1,0.002141328,"Ramirez, N., and Y. Brito. 1992. Pollination Biology in a Palm Swamp Community in the Venezuelan Central Plains. Botanical Journal of the Linnean Society 110:277-302.",10,BL
412,Hymenoptera,Euglossa.cordata,Euglossa,cordata,Euglossa cordata,gsv,2,0.764875834,0.366666667,0.004282655,"Ramirez, N., and Y. Brito. 1992. Pollination Biology in a Palm Swamp Community in the Venezuelan Central Plains. Botanical Journal of the Linnean Society 110:277-302.",14,BL
419,,Euhibus.sp,Euhibus,sp,Euhibus sp,gsv,1,0.814095696,0.25,0.002141328,"Ramirez, N., and Y. Brito. 1992. Pollination Biology in a Palm Swamp Community in the Venezuelan Central Plains. Botanical Journal of the Linnean Society 110:277-302.",NA,NA
422,Hymenoptera,Eulaema.nigrita,Eulaema,nigrita,Eulaema nigrita,gsv,1,1,1,0.002141328,"Ramirez, N., and Y. Brito. 1992. Pollination Biology in a Palm Swamp Community in the Venezuelan Central Plains. Botanical Journal of the Linnean Society 110:277-302.",7.9,ITD
423,Hymenoptera,Eumenes.sp,Eumenes,sp,Eumenes sp,gsv,2,0.828218848,0.583333333,0.004282655,"Ramirez, N., and Y. Brito. 1992. Pollination Biology in a Palm Swamp Community in the Venezuelan Central Plains. Botanical Journal of the Linnean Society 110:277-302.",15.5,BL
432,Lepidoptera,Eurema.nise,Eurema,nise,Eurema nise,gsv,2,0.684467427,0.229166667,0.004282655,"Ramirez, N., and Y. Brito. 1992. Pollination Biology in a Palm Swamp Community in the Venezuelan Central Plains. Botanical Journal of the Linnean Society 110:277-302.",40,WS
448,Hymenoptera,Exomalopsis.sp,Exomalopsis,sp,Exomalopsis sp,gsv,1,0.483150155,0.25,0.002141328,"Ramirez, N., and Y. Brito. 1992. Pollination Biology in a Palm Swamp Community in the Venezuelan Central Plains. Botanical Journal of the Linnean Society 110:277-302.",8,BL
482,Diptera,Helicobia.morionella,Helicobia,morionella,Helicobia morionella,gsv,2,0.712497158,0.3125,0.004282655,"Ramirez, N., and Y. Brito. 1992. Pollination Biology in a Palm Swamp Community in the Venezuelan Central Plains. Botanical Journal of the Linnean Society 110:277-302.",5.5,BL
483,Lepidoptera,Heliopetes.arsalte,Heliopetes,arsalte,Heliopetes arsalte,gsv,2,0.769645299,0.392857143,0.004282655,"Ramirez, N., and Y. Brito. 1992. Pollination Biology in a Palm Swamp Community in the Venezuelan Central Plains. Botanical Journal of the Linnean Society 110:277-302.",40,WS
512,Lepidoptera,Junonia.evarete,Junonia,evarete,Junonia evarete,gsv,1,0.759722173,0.166666667,0.002141328,"Ramirez, N., and Y. Brito. 1992. Pollination Biology in a Palm Swamp Community in the Venezuelan Central Plains. Botanical Journal of the Linnean Society 110:277-302.",51,WS
537,Diptera,Lucilia.sp,Lucilia,sp,Lucilia sp,gsv,1,0.907047848,0.5,0.002141328,"Ramirez, N., and Y. Brito. 1992. Pollination Biology in a Palm Swamp Community in the Venezuelan Central Plains. Botanical Journal of the Linnean Society 110:277-302.",6,BL
573,Hymenoptera,Megachile.sp,Megachile,sp,Megachile sp,gsv,1,0.605145996,0.25,0.002141328,"Ramirez, N., and Y. Brito. 1992. Pollination Biology in a Palm Swamp Community in the Venezuelan Central Plains. Botanical Journal of the Linnean Society 110:277-302.",22,BL
589,Hymenoptera,Melipona.favosa,Melipona,favosa,Melipona favosa,gsv,3,0.813564308,0.833333333,0.006423983,"Ramirez, N., and Y. Brito. 1992. Pollination Biology in a Palm Swamp Community in the Venezuelan Central Plains. Botanical Journal of the Linnean Society 110:277-302.",11.5,BL
639,Hymenoptera,Omicron.ruficolle,Omicron,ruficolle,Omicron ruficolle,gsv,1,0.784171787,0.2,0.002141328,"Ramirez, N., and Y. Brito. 1992. Pollination Biology in a Palm Swamp Community in the Venezuelan Central Plains. Botanical Journal of the Linnean Society 110:277-302.",7,BL
642,Diptera,Ornidia.obesa,Ornidia,obesa,Ornidia obesa,gsv,2,0.732384568,0.395833333,0.004282655,"Ramirez, N., and Y. Brito. 1992. Pollination Biology in a Palm Swamp Community in the Venezuelan Central Plains. Botanical Journal of the Linnean Society 110:277-302.",10,BL
674,,Oxyssarcodexia.peltata,Oxyssarcodexia,peltata,Oxyssarcodexia peltata,gsv,2,0.712497158,0.3125,0.004282655,"Ramirez, N., and Y. Brito. 1992. Pollination Biology in a Palm Swamp Community in the Venezuelan Central Plains. Botanical Journal of the Linnean Society 110:277-302.",NA,NA
675,Hymenoptera,Pachodynerus.brevithorax,Pachodynerus,brevithorax,Pachodynerus brevithorax,gsv,1,0.784171787,0.2,0.002141328,"Ramirez, N., and Y. Brito. 1992. Pollination Biology in a Palm Swamp Community in the Venezuelan Central Plains. Botanical Journal of the Linnean Society 110:277-302.",12.5,BL
676,Diptera,Palpada.pusio,Palpada,pusio,Palpada pusio,gsv,4,0.77524634,0.933333333,0.00856531,"Ramirez, N., and Y. Brito. 1992. Pollination Biology in a Palm Swamp Community in the Venezuelan Central Plains. Botanical Journal of the Linnean Society 110:277-302.",11.3,BL
684,Hymenoptera,Parancistrocerus.sp,Parancistrocerus,sp,Parancistrocerus sp,gsv,1,0.691219635,0.1,0.002141328,"Ramirez, N., and Y. Brito. 1992. Pollination Biology in a Palm Swamp Community in the Venezuelan Central Plains. Botanical Journal of the Linnean Society 110:277-302.",11,BL
704,Hymenoptera,Pepsis.sp,Pepsis,sp,Pepsis sp,gsv,1,0.691219635,0.1,0.002141328,"Ramirez, N., and Y. Brito. 1992. Pollination Biology in a Palm Swamp Community in the Venezuelan Central Plains. Botanical Journal of the Linnean Society 110:277-302.",40,BL
